"REF_DATE","GEO","DGUID","Farm products","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009-05","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","187.00","","","","2"
"2009-06","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","191.00","","","","2"
"2009-07","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","186.00","","","","2"
"2009-08","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","177.00","","","","2"
"2009-09","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","170.00","","","","2"
"2009-10","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","172.00","","","","2"
"2009-11","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","178.00","","","","2"
"2009-12","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","180.00","","","","2"
"2010-01","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","180.00","","","","2"
"2010-02","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","180.00","","","","2"
"2010-03","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","177.00","","","","2"
"2010-04","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","170.00","","","","2"
"2010-05","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","165.00","","","","2"
"2010-06","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","167.00","","","","2"
"2010-07","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","165.00","","","","2"
"2010-08","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","160.00","","","","2"
"2010-09","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","161.00","","","","2"
"2010-10","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","165.00","","","","2"
"2010-11","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","175.00","","","","2"
"2010-12","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","185.00","","","","2"
"2011-01","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","201.00","","","","2"
"2011-02","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","205.00","","","","2"
"2011-03","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","208.00","","","","2"
"2011-04","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","217.00","","","","2"
"2011-05","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","215.00","","","","2"
"2011-06","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","218.00","","","","2"
"2011-07","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","223.00","","","","2"
"2011-08","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","242.00","","","","2"
"2011-09","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","210.00","","","","2"
"2011-10","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","220.00","","","","2"
"2011-11","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","228.00","","","","2"
"2011-12","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","230.00","","","","2"
"2012-01","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","228.00","","","","2"
"2012-02","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","230.00","","","","2"
"2012-03","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","238.00","","","","2"
"2012-04","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","238.00","","","","2"
"2012-05","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","245.00","","","","2"
"2012-06","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","252.00","","","","2"
"2012-07","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","258.00","","","","2"
"2012-08","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","252.00","","","","2"
"2012-09","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","255.00","","","","2"
"2012-10","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","260.00","","","","2"
"2012-11","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","262.00","","","","2"
"2012-12","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","268.00","","","","2"
"2013-01","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","268.00","","","","2"
"2013-02","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","262.00","","","","2"
"2013-03","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","257.00","","","","2"
"2013-04","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","253.00","","","","2"
"2013-05","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","248.00","","","","2"
"2013-06","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","248.00","","","","2"
"2013-07","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","238.00","","","","2"
"2013-08","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","224.00","","","","2"
"2013-09","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","176.25","","","","2"
"2013-10","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","175.00","","","","2"
"2013-11","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","178.75","","","","2"
"2013-12","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","180.00","","","","2"
"2014-01","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","182.00","","","","2"
"2014-02","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","185.00","","","","2"
"2014-03","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","185.00","","","","2"
"2014-04","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","188.75","","","","2"
"2014-05","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","192.00","","","","2"
"2014-06","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","200.00","","","","2"
"2014-07","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","191.83","","","","2"
"2014-08","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","159.10","","","","2"
"2014-09","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","159.73","","","","2"
"2014-10","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","187.72","","","","2"
"2014-11","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","186.32","","","","2"
"2014-12","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","187.50","","","","2"
"2015-01","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","198.43","","","","2"
"2015-02","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","209.37","","","","2"
"2015-03","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","210.51","","","","2"
"2015-04","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","218.39","","","","2"
"2015-05","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","226.92","","","","2"
"2015-06","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","233.57","","","","2"
"2015-07","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","226.48","","","","2"
"2015-08","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","208.38","","","","2"
"2015-09","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","190.28","","","","2"
"2015-10","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","191.02","","","","2"
"2015-11","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","198.46","","","","2"
"2015-12","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","183.97","","","","2"
"2016-01","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","189.37","","","","2"
"2016-02","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","196.69","","","","2"
"2016-03","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","194.59","","","","2"
"2016-04","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","191.08","","","","2"
"2016-05","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","194.91","","","","2"
"2016-06","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","187.27","","","","2"
"2016-07","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","174.96","","","","2"
"2016-08","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","133.96","","","","2"
"2016-09","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","137.23","","","","2"
"2016-10","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","146.95","","","","2"
"2016-11","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","146.23","","","","2"
"2016-12","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","141.18","","","","2"
"2017-01","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","154.62","","","","2"
"2017-02","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","163.56","","","","2"
"2017-03","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","177.20","","","","2"
"2017-04","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","175.90","","","","2"
"2017-05","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","172.14","","","","2"
"2017-06","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","175.93","","","","2"
"2017-07","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","183.69","","","","2"
"2017-08","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","144.72","","","","2"
"2017-09","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","159.78","","","","2"
"2017-10","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","200.72","","","","2"
"2017-11","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","204.46","","","","2"
"2017-12","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","203.90","","","","2"
"2018-01","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","211.37","","","","2"
"2018-02","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","209.97","","","","2"
"2018-03","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","208.26","","","","2"
"2018-04","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","211.92","","","","2"
"2018-05","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","213.17","","","","2"
"2018-06","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","225.00","","","","2"
"2018-07","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","218.07","","","","2"
"2018-08","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","182.49","","","","2"
"2018-09","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","196.68","","","","2"
"2018-10","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","206.67","","","","2"
"2018-11","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","214.24","","","","2"
"2018-12","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","209.51","","","","2"
"2019-01","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","218.40","","","","2"
"2019-02","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","220.56","","","","2"
"2019-03","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","220.38","","","","2"
"2019-04","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","227.56","","","","2"
"2019-05","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","222.07","","","","2"
"2019-06","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","225.69","","","","2"
"2019-07","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","228.12","","","","2"
"2019-08","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","194.54","","","","2"
"2019-09","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","223.14","","","","2"
"2019-10","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","215.50","","","","2"
"2019-11","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","232.60","","","","2"
"2019-12","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","231.02","","","","2"
"2020-01","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","244.74","","","","2"
"2020-02","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","224.77","","","","2"
"2020-03","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","260.48","","","","2"
"2020-04","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","254.58","","","","2"
"2020-05","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","260.78","","","","2"
"2020-06","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","264.85","","","","2"
"2020-07","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","255.85","","","","2"
"2020-08","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","169.93","","","","2"
"2020-09","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","202.45","","","","2"
"2020-10","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","247.06","","","","2"
"2020-11","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","253.19","","","","2"
"2020-12","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","264.63","","","","2"
"2021-01","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","255.92","","","","2"
"2021-02","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","263.10","","","","2"
"2021-03","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","271.37","","","","2"
"2021-04","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","279.07","","","","2"
"2021-05","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","283.64","","","","2"
"2021-06","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","288.00","","","","2"
"2021-07","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","278.27","","","","2"
"2021-08","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","202.85","","","","2"
"2021-09","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","231.12","","","","2"
"2021-10","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","296.37","","","","2"
"2021-11","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","319.11","","","","2"
"2021-12","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","333.02","","","","2"
"2022-01","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","332.71","","","","2"
"2022-02","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","327.92","","","","2"
"2022-03","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","326.82","","","","2"
"2022-04","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","333.04","","","","2"
"2022-05","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","343.48","","","","2"
"2022-06","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","332.98","","","","2"
"2022-07","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","328.40","","","","2"
"2022-08","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","289.00","","","","2"
"2022-09","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","231.14","","","","2"
"2022-10","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","299.46","","","","2"
"2022-11","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","314.74","","","","2"
"2022-12","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","341.02","","","","2"
"2023-01","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","331.66","","","","2"
"2023-02","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","327.08","","","","2"
"2023-03","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","323.72","","","","2"
"2023-04","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","331.80","","","","2"
"2023-05","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","320.18","","","","2"
"2023-06","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","304.03","","","","2"
"2023-07","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","308.69","","","","2"
"2023-08","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","218.64","","","","2"
"2023-09","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","251.05","","","","2"
"2023-10","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","360.49","","","","2"
"2023-11","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","359.36","","","","2"
"2023-12","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","358.23","","","","2"
"2024-01","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","360.76","","","","2"
"2024-02","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","350.90","","","","2"
"2024-03","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","357.08","","","","2"
"2024-04","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","303.56","","","","2"
"2024-05","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","309.37","","","","2"
"2024-06","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","316.94","","","","2"
"2024-07","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","261.84","","","","2"
"2024-08","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","230.15","","","","2"
"2024-09","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","247.32","","","","2"
"2024-10","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","235.31","","","","2"
"2024-11","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","234.68","","","","2"
"2024-12","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","234.43","","","","2"
"2025-01","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","232.11","","","","2"
"2025-02","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","222.20","","","","2"
"2025-03","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","229.59","","","","2"
"2025-04","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","228.92","","","","2"
"2025-05","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","219.58","","","","2"
"2025-06","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","213.27","","","","2"
"2025-07","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","200.20","","","","2"
"2025-08","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","147.27","","","","2"
"2025-09","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","162.30","","","","2"
"2025-10","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","187.30","","","","2"
"2025-11","Prince Edward Island","2016A000211","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212061","2.14","188.38","","","","2"
"2002-01","Nova Scotia","2016A000212","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212078","3.3","198.73","","","","2"
"2002-02","Nova Scotia","2016A000212","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212078","3.3","198.94","","","","2"
"2002-03","Nova Scotia","2016A000212","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212078","3.3","222.00","","","","2"
"2002-04","Nova Scotia","2016A000212","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212078","3.3","200.22","","","","2"
"2002-05","Nova Scotia","2016A000212","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212078","3.3","217.00","","","","2"
"2002-06","Nova Scotia","2016A000212","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212078","3.3","209.00","","","","2"
"2002-07","Nova Scotia","2016A000212","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212078","3.3","221.00","","","","2"
"2002-08","Nova Scotia","2016A000212","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212078","3.3","180.00","","","","2"
"2002-09","Nova Scotia","2016A000212","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212078","3.3","171.00","","","","2"
"2002-10","Nova Scotia","2016A000212","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212078","3.3","249.00","","","","2"
