"REF_DATE","GEO","DGUID","Type of grain","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2246401","","","","0"
"2021-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2173285","","","","0"
"2021-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2383509","","","","0"
"2021-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1683316","","","","0"
"2021-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1400857","","","","0"
"2021-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1393473","","","","0"
"2022-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1320290","","","","0"
"2022-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1450978","","","","0"
"2022-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1910787","","","","0"
"2022-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1121833","","","","0"
"2022-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","667532","","","","0"
"2022-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1253222","","","","0"
"2022-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1559275","","","","0"
"2022-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2578484","","","","0"
"2022-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","3263155","","","","0"
"2022-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2133389","","","","0"
"2022-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2547676","","","","0"
"2022-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1815115","","","","0"
"2023-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2161112","","","","0"
"2023-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2042807","","","","0"
"2023-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2758018","","","","0"
"2023-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1477652","","","","0"
"2023-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1407895","","","","0"
"2023-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2040519","","","","0"
"2023-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2066806","","","","0"
"2023-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","3133320","","","","0"
"2023-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2996520","","","","0"
"2023-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2030025","","","","0"
"2023-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2968357","","","","0"
"2023-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1951108","","","","0"
"2024-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2488888","","","","0"
"2024-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2061205","","","","0"
"2024-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2171998","","","","0"
"2024-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2191575","","","","0"
"2024-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1898517","","","","0"
"2024-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2061559","","","","0"
"2024-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2705484","","","","0"
"2024-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2075921","","","","0"
"2024-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","3138067","","","","0"
"2024-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2621470","","","","0"
"2024-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2191252","","","","0"
"2024-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2198709","","","","0"
"2025-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2832489","","","","0"
"2025-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2031658","","","","0"
"2025-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2329242","","","","0"
"2025-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2540366","","","","0"
"2025-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1888824","","","","0"
"2025-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2510941","","","","0"
"2025-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2613483","","","","0"
"2025-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2243296","","","","0"
"2025-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","3470981","","","","0"
"2025-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2945532","","","","0"
"2025-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2689527","","","","0"
"2025-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1983940","","","","0"


